event_id,team_id,player_id,overrun,nutmeg,outcome_id,outcome_name,no touch,team_name,player_name,match_id,season_name,competition_name
374c78f5-eaa2-413f-9588-5e5a19cfdc8b,901,11300,True,False,9,Incomplete,False,Real Valladolid,Rubén Alcaraz Jiménez,15956,2018/2019,La Liga
d878dc28-f6d3-467b-9f84-9a24348ea2e6,217,5503,True,False,9,Incomplete,False,Barcelona,Lionel Andrés Messi Cuccittini,15956,2018/2019,La Liga
48ec0316-d440-49f9-a8df-2037e1b605ae,217,5246,True,False,9,Incomplete,False,Barcelona,Luis Alberto Suárez Díaz,15956,2018/2019,La Liga
5ed9c253-3253-4233-b6bc-e3583551b38f,217,6379,False,False,9,Incomplete,False,Barcelona,Sergi Roberto Carnicer,15956,2018/2019,La Liga
7ef6d3b3-89ab-4b31-ad9e-d3d040bd4515,217,5211,False,False,8,Complete,False,Barcelona,Jordi Alba Ramos,15956,2018/2019,La Liga
841afc8e-8191-4320-ac6f-825e4f5eaa23,901,11297,False,False,9,Incomplete,False,Real Valladolid,Javier Moyano Lujano,15956,2018/2019,La Liga
a1426113-3da1-4118-bd48-af16e2545792,217,3501,False,False,9,Incomplete,False,Barcelona,Philippe Coutinho Correia,15956,2018/2019,La Liga
287111e6-4da0-4e5c-aec1-4f1e633f5d41,901,8419,False,False,8,Complete,False,Real Valladolid,Duje Čop,15956,2018/2019,La Liga
97228976-8c23-43cf-a8f0-849478d10cd1,901,8419,False,True,9,Incomplete,False,Real Valladolid,Duje Čop,15956,2018/2019,La Liga
1515fb0b-d5e0-4711-be91-4f6876da6b7e,217,3501,False,True,9,Incomplete,False,Barcelona,Philippe Coutinho Correia,15956,2018/2019,La Liga
ef9d00d2-69b9-46c4-8216-2eeedec2f745,217,5211,True,False,9,Incomplete,False,Barcelona,Jordi Alba Ramos,15956,2018/2019,La Liga
fa029b24-8c8f-476a-a1ed-5488d821f7b1,217,5503,False,False,8,Complete,False,Barcelona,Lionel Andrés Messi Cuccittini,15973,2018/2019,La Liga
ecb9d87b-4ec2-4e91-b3ef-274020ad08f0,902,11674,False,False,9,Incomplete,False,Huesca,Damián Marcelo Musto,15973,2018/2019,La Liga
6040bfaf-7b0b-412c-aa8c-3a5531ac8d37,902,11673,False,False,8,Complete,False,Huesca,Alejandro Gallar Falguera,15973,2018/2019,La Liga
0536853c-c77e-428b-b3dd-3476fcb9aabf,902,11672,False,False,8,Complete,False,Huesca,Samuele Longo,15973,2018/2019,La Liga
9085ca17-8d0e-4f63-a5bf-451349e4f5bd,217,3501,False,False,8,Complete,False,Barcelona,Philippe Coutinho Correia,15973,2018/2019,La Liga
e6ae6504-d4b4-4f11-a130-dce844ff7fd2,217,5246,False,False,9,Incomplete,False,Barcelona,Luis Alberto Suárez Díaz,15973,2018/2019,La Liga
67bb50b9-ae58-48f4-8ef3-e93f4e504afa,217,6379,False,False,9,Incomplete,False,Barcelona,Sergi Roberto Carnicer,15973,2018/2019,La Liga
56bbb973-d0c8-4269-82de-c4c7f3ed3919,902,11669,False,False,9,Incomplete,False,Huesca,Gonzalo Julián Melero Manzanares,15973,2018/2019,La Liga
a94ac86d-5492-4066-8d31-d28271c09de6,217,5503,False,False,8,Complete,False,Barcelona,Lionel Andrés Messi Cuccittini,15973,2018/2019,La Liga
5c2b0163-52a6-4dce-9987-76b22294971d,217,5477,False,False,9,Incomplete,False,Barcelona,Ousmane Dembélé,15973,2018/2019,La Liga
27935aba-85f7-4f52-b574-22e419ba019e,902,11673,False,False,9,Incomplete,False,Huesca,Alejandro Gallar Falguera,15973,2018/2019,La Liga
b46fc50e-5eb0-403f-8871-e4ff20af2a7f,217,3501,False,False,8,Complete,False,Barcelona,Philippe Coutinho Correia,15973,2018/2019,La Liga
e21d4ef3-f4f4-4373-8d2e-d39e18718347,217,3501,False,False,9,Incomplete,False,Barcelona,Philippe Coutinho Correia,15973,2018/2019,La Liga
